Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
29764852,Neo4j Cookbook,Ankur Goel,"Goel, Ankur",,"=""178328725X""","=""9781783287253""",4,4.33,Packt Publishing,Paperback,226,2015,2015,,2016/01/28,"computing, reviewed","computing (#3), reviewed (#77)",read,,,,1,0
28780555,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",3,4.35,Scribner,Paperback,594,2017,2016,2016/07/25,2016/07/14,"biomedicine, reviewed, science","biomedicine (#28), reviewed (#39), science (#105)",read,"Mukherjee writes well and engagingly about a number of stories involving the development of genetics and its impact. However, I do not quite trust him as a historian of ideas; his accounts of some developments are a bit too neat.<br/>His account of gene regulation and epigenetics is flawed. He seems to believe that regulation by transcription factors is transient only, and so does not explain why cells become ""locked into"" their respective developmental fates. This is wrong. Epigenetics, i.e. DNA methylation and histone modification, is not nearly as essential as Mukherjee makes it out to be.<br/>He brings out some important ethical issues, but does not have a very well organized approach, so the discussion leaves the reader hanging. The 3 stars are 3+.",,,1,0
17804434,Religion Without God,Ronald Dworkin,"Dworkin, Ronald",,"=""0674726820""","=""9780674726826""",3,3.56,Harvard University Press,Hardcover,180,2013,2013,,2015/04/23,"philosophy, religion, reviewed","philosophy (#13), religion (#4), reviewed (#72)",read,,,,1,0
22300693,Learning Cypher,Onofrio Panzarino,"Panzarino, Onofrio",,"=""1783287756""","=""9781783287758""",0,3.58,Packt Publishing,Paperback,162,2014,2014,,2016/01/28,computing,computing (#5),read,,,,1,0
30422361,Deep Learning,Ian Goodfellow,"Goodfellow, Ian","Yoshua Bengio, Aaron Courville","=""0262035618""","=""9780262035613""",0,4.43,The MIT Press,Hardcover,778,2016,2016,,2019/02/07,"to-read, computing","to-read (#199), computing (#11)",to-read,,,,0,0
44058665,The New Annotated Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""9780871409""","=""""",5,3.84,Liveright Publishing,Hardcover,432,2017,1818,2018/04/08,2018/01/24,"beyond-nature, literature-music-art, reviewed","beyond-nature (#14), literature-music-art (#4), reviewed (#22)",read,"The classic, in an edition based on the 1818 version, with annotation highlighting changes in the 1831 version. Surprisingly readable. This is one of the few truly iconic stories of the modern Western culture. An essential aspect of Shelley's monster is that he is not evil at the time of creation. It is his abandonment by his creator, Victor Frankenstein, that ignites his fury and makes him thirst for revenge. So is Frankenstein's crime really one of creating the unnatural, or of abandoning his creation?",,,2,0
25784476,Learning Neo4j,Rik Van Bruggen,"Bruggen, Rik Van",,"=""1849517169""","=""""",4,3.68,Packt Publishing,Paperback,222,2014,2014,,2016/01/28,"computing, reviewed","computing (#6), reviewed (#68)",read,,,,1,0
11098535,"Why the West Rules—for Now: The Patterns of History, and What They Reveal About the Future",Ian Morris,"Morris, Ian",,"=""0312611692""","=""9780312611699""",4,4.11,Picador USA,Paperback,768,2011,2010,,2015/04/23,"reviewed, history, political-philosophy, science","reviewed (#85), history (#22), political-philosophy (#35), science (#95)",read,"I have written a comment in Swedish about this book: https://kraulis.wordpress.com/2013/08/15/ian-morris-monstren-i-historiens-utveckling/<br/><br/>Conclusion: A good overview of global history, but its main thesis about the general direction of history is not useful; it does not provide any useful predictions, at any rate.",,,1,0
17573001,The Future of Nature: Documents of Global Change,Libby Robin,"Robin, Libby","Sverker Sörlin, Paul Warde","=""0300184611""","=""9780300184617""",0,3.80,Yale University Press,Paperback,584,2013,2013,,2016/07/13,"to-read, beyond-nature","to-read (#77), beyond-nature (#12)",to-read,,,,0,0
29540315,Ljusets fiender,Johan Lundberg,"Lundberg, Johan",,"=""""","=""9789187709074""",3,3.83,Timbro,Paperback,460,2015,2013,,2015/04/23,"philosophy, politics, reviewed, svenska","philosophy (#14), politics (#4), reviewed (#56), svenska (#86)",read,,,,1,0
27788097,Neo4j Essentials,Sumit Gupta,"Gupta, Sumit",,"=""1783555173""","=""9781783555178""",0,4.00,Packt Publishing,Paperback,200,2015,2015,,2016/01/28,computing,computing (#4),read,,,,1,0
29794055,Make Your Own Neural Network,Tariq Rashid,"Rashid, Tariq",,"=""1530826608""","=""9781530826605""",0,4.35,Createspace Independent Publishing Platform,Paperback,224,2016,2016,,2019/02/07,"to-read, computing, python","to-read (#202), computing (#14), python (#3)",to-read,,,,0,0
35239852,Deep Time Series Forecasting with Python: An Intuitive Introduction to Deep Learning for Applied Time Series Modeling,N.D. Lewis,"Lewis, N.D.",,"=""1540809080""","=""9781540809087""",0,2.50,CreateSpace Independent Publishing Platform,Paperback,212,2016,,,2021/12/05,"to-read, computing, python","to-read (#174), computing (#39), python (#5)",to-read,,,,0,0
34638400,Data Visualization with D3 4.X Cookbook,Nick Zhu,"Zhu, Nick",,"=""1786468255""","=""9781786468253""",0,4.00,Packt Publishing,Paperback,,2017,,,2021/12/05,computing,computing (#30),read,,,,1,0
32467304,The Evolution of the West,Nick  Spencer,"Spencer, Nick",,"=""0281075204""","=""9780281075201""",0,3.77,SPCK,Paperback,204,2016,,,2017/10/14,"to-read, religion, history, political-philosophy","to-read (#88), religion (#10), history (#117), political-philosophy (#191)",to-read,,,,0,0
35553040,The Deeper Genome: Why There Is More to the Human Genome Than Meets the Eye,John Parrington,"Parrington, John",,"=""0198813090""","=""9780198813095""",3,3.83,"Oxford University Press, USA",Paperback,400,2017,2015,,2016/01/23,"biomedicine, reviewed, evolution, science","biomedicine (#9), reviewed (#75), evolution (#47), science (#150)",read,,,,1,0
34576082,How to Take Smart Notes,Sönke Ahrens,"Ahrens, Sönke",,"=""1542866502""","=""9781542866507""",0,4.18,Createspace Independent Publishing Platform,Paperback,170,2017,2017,,2021/08/28,science,science (#3),read,,,,1,0
25919171,Om tingens natur,Lucretius,"Lucretius, Lucretius",Ingvar Björkeson,"=""9127090035""","=""""",0,3.98,Bokförlaget Natur och Kultur,Hardcover,251,2002,-55,,2021/12/19,"to-read, philosophy, svenska, science","to-read (#344), philosophy (#184), svenska (#26), science (#174)",to-read,,,,0,0
52108374,Identitetsillusionen : Lögnerna som binder oss samman,Kwame Anthony Appiah,"Appiah, Kwame Anthony",,"=""""","=""9789188589378""",0,3.85,Fri Tanke Förlag,,217,2019,2018,,2022/02/28,"to-read, enlightenment, liberalism, political-philosophy","to-read (#364), enlightenment (#32), liberalism (#140), political-philosophy (#232)",to-read,,,,0,0
49011315,Den besvärliga mångfalden,Qaisar Mahmood,"Mahmood, Qaisar",,"=""""","=""9789188589293""",0,3.00,Fri tanke,,142,2019,,,2022/02/28,"to-read, politics, morality, political-philosophy","to-read (#363), politics (#104), morality (#132), political-philosophy (#231)",to-read,,,,0,0
3108476,The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker,"Pinker, Steven",,"=""0141015470""","=""9780141015477""",0,3.91,Penguin,Paperback,499,2008,2007,,2021/12/19,"human-evolution, philosophy, science","human-evolution (#106), philosophy (#178), science (#173)",read,,,,1,0
4775329,Ett träd med vida grenar,Ola Wikander,"Wikander, Ola",,"=""""","=""9789151851396""",4,4.07,,,235,2008,2008,,2021/12/17,"history, svenska, science","history (#99), svenska (#51), science (#172)",read,,,,1,0
6593831,Yes is More: An Archicomic on Architectural Evolution,Bjarke Ingels Group,"Group, Bjarke Ingels",,"=""8799298805""","=""9788799298808""",0,4.05,BIG ApS,Paperback,400,2009,2009,,2021/12/17,"to-read, literature-music-art, politics","to-read (#302), literature-music-art (#12), politics (#63)",to-read,,,,0,0
62654,New Horizons in the Study of Language and Mind,Noam Chomsky,"Chomsky, Noam",Neilson Voyne Smith,"=""0521658225""","=""9780521658225""",0,4.19,Cambridge University Press,Paperback,250,2000,1987,,2021/12/17,"to-read, human-evolution, philosophy, science","to-read (#301), human-evolution (#98), philosophy (#169), science (#171)",to-read,,,,0,0
33306204,De två kulturerna; En ny genomgång,C.P. Snow,"Snow, C.P.","Claes-A. Wachtmeister, Lillemor Wachtmeister, Roland Adlerberth","=""""","=""""",0,3.67,Cave,,95,1965,1959,,2021/12/07,"philosophy, svenska, science","philosophy (#132), svenska (#31), science (#170)",read,,,,1,0
20696574,Orientering i psykoanalys,Sigmund Freud,"Freud, Sigmund","Assar Asker, Göran Schedin, Karin Treffenberg, Nils Haak","=""9127029859""","=""9789127029859""",0,3.64,Natur och Kultur,Hardcover,441,1992,1940,,2021/12/05,"to-read, philosophy, religion, svenska, science","to-read (#198), philosophy (#104), religion (#27), svenska (#87), science (#169)",to-read,,,,0,0
34528643,Humaniora i Sverige,Svante Nordin,"Nordin, Svante",,"=""""","=""9789173532259""",0,3.75,Bokförlaget Atlantis,,316,2008,2008,,2021/12/05,"philosophy, history, svenska","philosophy (#103), history (#24), svenska (#115)",read,,,,1,0
1986423,The Human Condition,Hannah Arendt,"Arendt, Hannah",,"=""0226025934""","=""9780226025933""",0,4.22,University of Chicago Press,Paperback,340,1970,1958,,2020/09/07,"to-read, philosophy, morality, political-philosophy","to-read (#146), philosophy (#73), morality (#46), political-philosophy (#230)",to-read,,,,0,0
10310704,"Triumph of the City: How Our Greatest Invention Makes Us Richer, Smarter, Greener, Healthier and Happier",Edward L. Glaeser,"Glaeser, Edward L.",,"=""0230709389""","=""9780230709386""",4,3.92,MacMillan,Hardcover,456,2011,2011,,2015/04/14,"politics, reviewed","politics (#3), reviewed (#84)",read,,,,1,0
50353991,The Weirdest People in the World: How the West Became Psychologically Peculiar and Particularly Prosperous,Joseph Henrich,"Henrich, Joseph",,"=""1846147964""","=""9781846147968""",5,4.15,Allen Lane,Hardcover,680,2020,2020,2021/02/01,2020/09/08,"human-evolution, liberalism, morality, religion, enlightenment, reviewed, political-philosophy, science","human-evolution (#52), liberalism (#71), morality (#48), religion (#23), enlightenment (#8), reviewed (#114), political-philosophy (#12), science (#80)",read,"A thought-provoking book, claiming that the individualism of the West is an unintended consequence of the family policy of the Catholic church starting in the early middle ages. This policy frowned upon incest, and gradually became more and more restrictive concerning how closely related the prospective spouses were allowed to be. This slowly broke down the clan-oriented social system, which led to the rise of other types of social organization, such as self-governing towns and guilds. And this in turn led to meritocracy and further on to the ideas of the rights of individuals.<br/><br/>The interplay between policy, material conditions, and the evolutionary developments of social systems is one of the most important themes of this book. There is no single factor or driving force behind historical developments. The dichotomy between materials and idealist views of history is implicitly  repudiated; it is a matter of true interplay, with feedback between different processes.<br/><br/>This is a dense book, requiring careful reading. (The reason it took so long for me to finish is, however, mostly of a personal context.) It is well-argued, and I think it drives home its main point in a persuasive way. It will be interesting to see the future discussion: It is clear that the roots of Western ideas of individualism, secularism and political freedom has much deeper roots than the Enlightenment of the 18th century.",,,1,0
635217,"Plough, Sword, and Book: The Structure of Human History",Ernest Gellner,"Gellner, Ernest",,"=""0226287025""","=""9780226287027""",3,4.17,University of Chicago Press,Paperback,288,1992,1989,2020/09/06,2020/08/25,"human-evolution, religion, morality, reviewed, political-philosophy, history","human-evolution (#46), religion (#21), morality (#38), reviewed (#103), political-philosophy (#13), history (#47)",read,"Interesting, at times fascinating, but also occasionally frustrating and annoying. Gellner posits three main stages of society: hunter/gatherer, agriculture and industry. He argues that the nature of cognition, production and coercion (power) is quite different in each stage. The development of an industrial society based on industry was a singular event, since agriculture, from which it arose, is inherently conservative and stable. Very particular circumstances had to occur simultaneously for a rational, enlightened, liberal society to emerge.<br/><br/>Some observations and analyses are convincing, others not quite. A major issue is the pervasive lack of concrete examples. For instance, Gellner discusses at length the ""many-strandedness"" of cognition in hunter/gatherer and agricultural society, and contrasts it with the ""single-strandedness"" characteristic of rational thought. But he gives few, if any, concrete examples of what this many-strandedness consist of.<br/><br/>As to the writing, it is clear and reasonably straightforward, but with an annoying habit of being indirect. Instead of being explicit that some argument or observation is about, say, the French Revolution, Gellner wraps it up in indirect descriptions, assuming that the reader can figure it out for himself. Elegant, perhaps. But also intellectually arrogant.",,,1,0
26597374,Primates and Philosophers: How Morality Evolved,Frans de Waal,"Waal, Frans de","Stephen Macedo, Josiah Ober","=""0691169160""","=""9780691169163""",4,3.82,Princeton University Press,Paperback,232,2016,2006,2021/11/08,2021/08/28,"human-evolution, morality, reviewed, political-philosophy, science","human-evolution (#66), morality (#57), reviewed (#107), political-philosophy (#44), science (#53)",read,"Frans de Waal, accomplished primate biologist, writes on morality and its precursor or foundation in primate evolution. He argues against what he calls Veneer Theory, the view that morality in humans is just a thin layer on top of an amoral core. Instead, morality, or at least its fundamental building blocks, can be found in social mammals, and in particular in primates such as the chimpanzee. He posits that morality evolved, and evolution does not do discontinuities (saltatory changes). So the development must have been gradual. His views are discussed by the philosophers Robert Wright, Christine M Korsgaard, Philip Kitcher and Peter Singer.<br/><br/>I believe de Waals has a number of valid points, and describes his own and other's findings very well. However, he is rightly criticized by Kitcher and Singer that he is vague when he claims that the ""building blocks"" of morality are there in chimpanzees, and therefore, by evolutionary extension, also in the common ancestor of humans and chimpanzees. That concept seems to hide more than it reveals.<br/><br/>The basic issue here, I think, is the emergent nature of morality. Emergence is a tricky concept: it says that something new can spring out of something that already exists, given certain context and conditions. But it may also say that this new thing has some kind of beginning, a proto-existence, in the preceding state. And this new thing, when it has come into existence, can be viewed as something ""higher up"". It is based on what is below, but can also affect what is below. The terms often used, such as ""based on"", being ""the core of"" ""the foundation of"" and similar have a hard time conveying this sense that the emergent property can be both a function of, but also affect, the basis of its existence.<br/><br/>Morality is such an emergent property. It is based on psychological propensities common to humans and higher animals such as chimpanzees, but its reliance in humans on culture makes it different from what exists in chimpanzees. So although de Waal has a point that Veneer Theory is a bad way of describing morality, he too lightly skips over the large differences that culture and language produce when combined with the psychological common traits of humans and chimpanzees. In general, de Waal underplays the importance of culture in humans. Both Peter Singer and Philip Kitcher have valid critical points here.",,,1,0
17130597,A Cooperative Species: Human Reciprocity and Its Evolution,Samuel Bowles,"Bowles, Samuel",Herbert Gintis,"=""0691158169""","=""9780691158167""",4,3.82,Princeton University Press,Paperback,280,2013,2011,2021/07/24,2020/09/07,"human-evolution, reviewed, morality, science","human-evolution (#50), reviewed (#111), morality (#104), science (#55)",read,"Samuel Bowles and Herbert Gintis bring together a wide range of evidence in their discussion on the origin and nature of human cooperation and society. Humans are cooperative, not only for mutual gain, but also altruistically. We care for one another. This entails not only the welfare of each other, but also in the upholding of norms that are part of the particular culture we live in. How did the peculiar behavior evolve?<br/><br/>The most common explanations invoke kin and reciprocity. Kin relationships can and do underlie altruistic behavior among many species. Reciprocity is rare among animals, but could in principle be invoked for some types of altruism. But Bowles and Gintis conclude that these do not sufficiently explain human cooperative behavior. Social preferences such as cooperation with unrelated people even when reciprocity is unlikely, and the propensity to punish free-riders and cheats even when doing so is costly, require other explanations.<br/><br/>The discussion is exhaustive, and in parts exhausting. The authors recapitulate very technical treatments of models and simulations, primarily relating to evolutionary theory and game theory approaches to cooperation. However, the reason is that they wish to show that the effects of kin and reciprocity cannot quantitatively account for the full extent of human cooperation. It is one thing to argue the qualitative effects, but another to show that the numbers add up. Bowles and Gintis goes through the formulae and numbers in detail, which is necessary, but heavy going for an amateur.<br/><br/>The authors argue that more is required to explain the evolution of human cooperation. Their answer is the co-evolution of institutions and group-mindedness, where culture and group competition act as critical factors. The driving force was the between-group competition that operated during Homo sapiens early evolution. This included the survival (or not) of groups of people in the harsh environment by inventing and maintaining the appropriate tools (in a wide sense) to deal with the challenges. It also included the inter-group competition and conflicts that could determine which one survived and which not.<br/><br/>Bowles and Gintis write that the ""individual motives and group-level institutions that account for cooperation among humans include not only the most elevated, including a concern for others, fair-mindedness, and democratic accountability of leaders, but also the most wicked, such as vengeance, racism. religious bigotry and hostility towards outsiders."" The ability to be good as well as evil has been our blessing and curse since our species evolved. It is our heritage.",,,1,0
34928324,"The Secret of Our Success: How Culture Is Driving Human Evolution, Domesticating Our Species, and Making Us Smarter",Joseph Henrich,"Henrich, Joseph",,"=""0691178437""","=""9780691178431""",5,4.39,Princeton University Press,Paperback,464,2017,2015,2019/12/04,2019/10/10,"human-evolution, morality, reviewed, history, political-philosophy, science","human-evolution (#39), morality (#33), reviewed (#116), history (#14), political-philosophy (#23), science (#82)",read,"The evolution of Homo sapiens and its predecessors was fundamentally based on the intimate and complex interplay of culture and biology. Human intelligence is not the single key to man's dominion over nature; without a social and cultural context, intelligence is insufficient. This book persuasively makes the case for this bold and controversial thesis. The author Joseph Henrich, a researcher in the field of human evolutionary biology, has written a brilliant exposition of the basic questions and possible solutions in this vibrant research field. My views on the subject have been substantially modified by his arguments.<br/><br/>In particular, I find his emphasis on the complexity of the process to be inspiring. In contrast to the general idea that there must be some single factor that is fundamentally responsible for the difference between the species Homo sapiens and its closest relatives, Henrich builds a case that many different factors are important, and that their interplay was essential in driving human evolution. Once the first tentative steps into man's cultural addiction were taken, the playing field tilted, as it were, to favor even more culture, including social and political norms, eventually giving rise to the modern human society. Current human biology and society is the result of co-evolution between culture and biology since at least 2 million years.",,,1,0
24839360,Evolutionsteori och människans natur,Jonas Olofsson,"Olofsson, Jonas",Johan Örestig,"=""""","=""9789127135215""",3,3.67,Natur och Kultur,Hardcover,200,2015,2015,2021/08/08,2019/08/09,"human-evolution, reviewed, svenska, science","human-evolution (#28), reviewed (#110), svenska (#5), science (#54)",read,"Syftet med boken är att försöka övertyga samhällsvetare och humanister om att biologi, särskilt evolutionsbiologi, kan bidra till förståelsen av människan och samhället. Olofsson och Örestig beskriver ett antal forskningfält där det evolutionsbiologiska perspektivet har använts. De vill inte övertyga om någon specifik teori om människans natur, utan refererar debatten. Det är både en styrka och en svaghet.<br/><br/>För den intresserade ges många goda tips för att gå vidare i litteraturen för de olika fälten, även om litteraturlistan är en blandning av såväl primära källor (forskningsartiklar), såväl som sammanfattningar. Jag hade uppskattat litet tydligare hänvisningar till vilka texter man bör läsa om man vill fordjupa sig inom något av fälten.<br/><br/>I vissa delar är det oklart vad de refererade forskningsresultaten egentligen har för relevans, som exempelvis diskussionen av hjärnans funktion. Så är det även med delar av avsnittet om genetik där molekylärbiologins grunder presenteras, vilket inte egentligen leder någonstans. Ett avsnitt om epigenetik är tydligt påverkat av den tidens (ca 2014) populära överdrifter om den forskningens resultat och konsekvenser.<br/><br/>Det bästa kapitlet handlar om välfärdsstatens evolution där frågan om samevolutionen mellan kultur och samarbetsförmåga diskuteras. Samma avsnitt innehåller dessvärre också det svagaste avsnittet, det om välfärdsstatens utveckling som evolutionsprocess, vilket är alltför ytligt för att bli övertygande.<br/><br/>Boken är läsvärd. Jag lärde mig en hel del om diskussioner jag bara ytligt hört talas om. Upplägget att bara referera debattlinjer har dock en nackdel: Den engagerar inte riktigt, eftersom författarna inte vill driva en tes. Det är litet intressant att jag inte sett någon diskussion som utgått från den, så frågan är om den egentligen har lyckats.",,,1,0
1058301,Why Humans Cooperate: A Cultural and Evolutionary Explanation,Natalie Henrich,"Henrich, Natalie",Joseph Henrich,"=""0195314239""","=""9780195314236""",5,4.11,"Oxford University Press, USA",Paperback,272,2007,2006,2021/05/25,2020/08/07,"human-evolution, morality, reviewed, science","human-evolution (#45), morality (#37), reviewed (#113), science (#79)",read,"Argues for the hypothesis that human cooperation and culture must be viewed in an evolutionary context. Genetic and cultural evolution are two parallel processes that have affected the emergence of modern Homo sapiens. The propensity for culture has created a new environment for human genetic evolution. The authors discuss the limits of the usual explanations for human cooperation: kinship, reciprocity and game theory. These are valid, but insufficient, to explain all phenomena regarding human culture and cooperation. I find the exposition very readable. It combines an ethnography of the Chaldeans in Detroit with a review of the theoretical framework proposed by the authors.",,,1,0
45832357,The Ape That Understood the Universe: How the Mind and Culture Evolve,Steve Stewart-Williams,"Stewart-Williams, Steve",,"=""1108732755""","=""9781108732758""",4,4.25,Cambridge University Press,Paperback,368,2019,2018,,2019/12/23,"human-evolution, morality, science","human-evolution (#40), morality (#34), science (#58)",read,,,,1,0
42121361,The Goodness Paradox: How Evolution Made Us Both More and Less Violent,Richard W. Wrangham,"Wrangham, Richard W.",,"=""1781255830""","=""9781781255834""",5,4.20,Profile Books,Hardcover,400,2019,2019,,2019/08/09,"human-evolution, reviewed, liberalism, morality, science","human-evolution (#29), reviewed (#97), liberalism (#43), morality (#2), science (#60)",read,"This is one of the best books on human nature that I have read. It combines hard-headed reasoning with attention to detail, willingness to propose bold hypotheses, careful analysis of arguments, and honesty about points where the evidence is weak.<br/><br/>The primatologist Richard Wrangham posits that our ancestors became Homo sapiens by a process of simultaneous reduction of reactive aggression (response to attack and threat) and increase of proactive aggression (premeditated attack against others). The reduction of reactive aggression occurred in a process of self-domestication, while proactive aggression got its boost from a combination of language, the coalition of males against tyrannical alpha males, and inter-group conflict.<br/><br/>Wrangham explores the evolutionary basis for these changes compared to our latest common ancestors with great apes and also, as far as the evidence allows us to say anything, Neanderthals. His controversial explanation is what he calls the execution hypothesis. At some point maybe 300,000 years ago, our ancestors acquired the ability to form coalitions. The males in a group started collaborating to control and, in the ultimate case, execute any tyrannical alpha male. Over the generations, this reduced the propensity for reactive aggression. The new-found power of the male collective also led to the development of morals, shame, and guilt, as regulators of behavior as mechanisms for avoiding the potentially lethal disapproval of the group.<br/><br/>Wrangham is that kind of scientist and thinker who does not shirk from the idea that terrible mechanisms can yield good results. He displays palpable disdain for the Rousseauian idea that humans are naturally good, while civilisation has made us twisted and evil. But neither is he a fully committed Hobbesian; he thinks morality, altruism and cooperation are part of our nature, and not something an authority has to force us into.<br/><br/>In the final chapter of the book Wrangham writes: ""... evolution has left us with biases that affect our behavior in predictable and sometimes disturbing ways, and we would do well to acknowledge those biases."" It is my belief that modern political philosophers need to question their various assumptions about human nature, morality and society in the light of the evolutionary insights that Wrangham and many others have provided during the last 30 or so years.",,,1,0
5864391,Origins of Human Communication,Michael Tomasello,"Tomasello, Michael",,"=""0262201771""","=""9780262201773""",0,4.10,Bradford Book,Hardcover,393,2008,1999,,2018/07/20,"to-read, human-evolution, philosophy, science","to-read (#22), human-evolution (#15), philosophy (#99), science (#124)",to-read,,,,0,0
52161337,Det kulturella djuret,Patrik Lindenfors,"Lindenfors, Patrik",,"=""""","=""9789177750734""",4,3.75,Ordfront,Hardcover,285,2019,,2019/08/05,2019/06/27,"human-evolution, reviewed, political-philosophy, svenska, science","human-evolution (#25), reviewed (#99), political-philosophy (#52), svenska (#9), science (#62)",read,"En god översikt av forskningsläget om människans egenskaper och evolution, som jag finner klart läsvärd. Jag gav författaren mina kommentarer till ett tidigt manus, så jag är inte rätt person att ge en detaljerad recension.",,,1,0
39217056,Becoming Human: A Theory of Ontogeny,Michael Tomasello,"Tomasello, Michael",,"=""0674980859""","=""9780674980853""",4,4.18,Belknap Press,Hardcover,392,2019,2018,2019/03/24,2018/07/20,"human-evolution, reviewed, morality, philosophy, science","human-evolution (#20), reviewed (#6), morality (#76), philosophy (#100), science (#66)",read,"This is a review and synthesis of Michael Tomasello's and others' studies on what differentiates the human species from its closest evolutionary ancestors, the great apes. He describes the development of the human child and its abilities from birth to 6 years of age, and contrasts it to the abilities of mainly chimpanzees. It is during this time that most, if not all, capabilities that makes humans human manifest themselves. It's a story of how the hypersocial nature of humans is made possible by evolutionary changes in various capabilities that in some form or another existed already in the last common ancestor of humans and great apes. These changes eventually produced a species for which accumulative culture, language, cooperation and reason are rooted in biology, but at the same time go far beyond biology. Tomasello calls this the ""shared intentionality theory"", since it relies heavily on the notion of shared intentionality, in which two or more individuals share a common goal and understanding in a situation, and they understand that the other understands this also. This develops into collective intentionality, which is essentially human culture. The text is dense, so this is not an easy read. But it is rewarding, inspiring and provocative.",,,1,0
43925651,Gruppens grepp: Hur vi fördomsfulla flockvarelser kan lära oss leva tillsammans,Mikael Klintman,"Klintman, Mikael","Thomas Lunderquist, Andreas Olsson","=""""","=""9789127819979""",3,3.38,Natur & Kultur,Hardcover,207,2018,,2019/06/01,2019/04/29,"human-evolution, reviewed, morality, political-philosophy, svenska, science","human-evolution (#22), reviewed (#3), morality (#5), political-philosophy (#51), svenska (#10), science (#64)",read,"En lättläst och intressant genomgång av rön och teorier om hur människor fungerar socialt. Människans benägenhet att sortera andra människor i grupper diskuteras ingående. Kombinationen av resultat från evolutionsforskning, neurofysiologi, sociologi med mera är mycket fruktbar. Detta är ett exempel på en mycket positiv utveckling inom vetenskapen: Att olika fält kan bidra med kunskap som kompletterar, belyser och fördjupar förståelsen.",,,1,0
704824,The Cultural Origins of Human Cognition,Michael Tomasello,"Tomasello, Michael",,"=""0674005821""","=""9780674005822""",0,4.11,Harvard University Press,Paperback,248,2001,1999,,2018/07/20,"human-evolution, philosophy, science","human-evolution (#14), philosophy (#52), science (#123)",read,,,,1,0
26196609,"Does Altruism Exist?: Culture, Genes, and the Welfare of Others",David Sloan Wilson,"Wilson, David Sloan",,"=""0300219881""","=""9780300219883""",5,3.78,Yale University Press,Paperback,192,2016,2015,2018/09/16,2018/08/20,"human-evolution, reviewed, morality, political-philosophy, science","human-evolution (#17), reviewed (#14), morality (#9), political-philosophy (#157), science (#67)",read,"The answer to the title's question is, unsurprisingly, ""yes"", but the argument supporting the answer is certainly not trivial. Wilson arrives at the answer only after careful analysis, e.g. by making a distinction between altruism in action and altruism in thought. The book is based on the notion of group selection in evolution, a concept recently rehabilitated by, among others, the author himself. Group selection, or more generally, multi-level selection, can occur  under fairly well-defined circumstances, overriding or modifying ""ordinary"" individual selection. Rather than disproving the selfish gene theory, Wilson clarifies why and how that theory is not and cannot be the whole answer.<br/><br/>Wilson also ventures into the arena of politics and philosophy, which is a dangerous thing for biologists, and evolutionists in particular, to do. But he pulls it off admirably. The discussion centers around Elinor Ostrom's theory of how the tragedy of the commons can be avoided (a prime example of altruism in action), and the connection of this concept to evolutionary mechanisms is explored. An interesting and provocative observation is that altruism is actually a modern concept, and does not figure in the major religions, at least not under the definition used by Wilson.",,,1,0
17804361,A Natural History of Human Thinking,Michael Tomasello,"Tomasello, Michael",,"=""0674724771""","=""9780674724778""",5,4.01,Harvard University Press,Hardcover,192,2014,2014,,2017/11/21,"human-evolution, reviewed, philosophy, science","human-evolution (#3), reviewed (#36), philosophy (#98), science (#86)",read,"Well-argued, fascinating but challenging read.",,,1,0
32737594,The Enigma of Reason: A New Theory of Human Understanding,Hugo Mercier,"Mercier, Hugo",Dan Sperber,"=""1846145570""","=""9781846145575""",5,4.14,Allen Lane,Hardcover,416,2017,2017,2017/10/09,2017/11/28,"human-evolution, reviewed, morality, political-philosophy, science","human-evolution (#2), reviewed (#35), morality (#12), political-philosophy (#26), science (#75)",read,"A magnificently thought-provoking book. It starts from the question: If rationality is so great, why hasn't evolution furnished it to more than one species, and why has that species (Homo sapiens) got it in such apparently damaged way? Human irrationality is well documented. If rationality is so great, why hasn't it vanquished our more primitive aspects?<br/><br/>I am not going to write about the arguments and conclusions of the book here. I need time to digest it and produce a more reasoned (ha!) text.",,,1,0
35628594,Political Tribes: Group Instinct and the Fate of Nations,Amy Chua,"Chua, Amy",,"=""0399562850""","=""9780399562853""",0,4.21,Penguin Press,Hardcover,293,2018,2018,,2018/03/15,"to-read, liberalism, political-philosophy, morality, human-evolution","to-read (#37), liberalism (#54), political-philosophy (#62), morality (#81), human-evolution (#118)",to-read,,,,0,0
12633085,Cultural Evolution: How Darwinian Theory Can Explain Human Culture and Synthesize the Social Sciences,Alex Mesoudi,"Mesoudi, Alex",,"=""0226520447""","=""9780226520445""",0,3.91,University of Chicago Press,Paperback,280,2011,2011,,2016/07/13,"to-read, human-evolution, political-philosophy, science","to-read (#24), human-evolution (#87), political-philosophy (#80), science (#112)",to-read,,,,0,0
